name,similarity,is_match,time
24T1020247_vlcsnap-00030.png,0.512245153,TRUE,12.96
24T1020247_vlcsnap-00032.png,0.538492301,TRUE,6.17
24T1020137_vlcsnap-00012.png,0.555160397,TRUE,4.88
24T1020137_vlcsnap-00010.png,0.589140473,TRUE,5.06
24T1020137_vlcsnap-00011.png,0.535517086,TRUE,4.83
24T1020534_vlcsnap-00003.png,0.490692889,TRUE,4.66
24T1020534_vlcsnap-00002.png,0.404132705,TRUE,4.94
24T1020052_vlcsnap-00005.png,0.337278014,TRUE,4.56
24T1020052_vlcsnap-00006.png,0.262233059,FALSE,6.75
24T1020052_vlcsnap-00004.png,0.331345385,TRUE,6.83
24T1020493_vlcsnap-00082.png,0.511980328,TRUE,4.8
24T1020493_vlcsnap-00083.png,0.38833871,TRUE,4.34
24T1020493_vlcsnap-00081.png,0.54180728,TRUE,3.04
24T1020365_NguyenIchPhuc_24T1020365.png,0.623660031,TRUE,4.41
24T1020365_vlcsnap-00046.png,0.549001313,TRUE,4.63
24T1020365_vlcsnap-00047.png,0.540112583,TRUE,4.56
24T1020365_vlcsnap-00048.png,0.512836364,TRUE,4.92
24T1020365_vlcsnap-00049.png,0.523975374,TRUE,4.81
24T1020365_vlcsnap-00044.png,0.532317272,TRUE,4.57
24T1020509_vlcsnap-00091.png,0.518706542,TRUE,3.27
24T1020509_vlcsnap-00092.png,0.4000573,TRUE,4.84
24T1020385_vlcsnap-00054.png,0.505733007,TRUE,5.6
24T1020385_vlcsnap-00053.png,0.524430566,TRUE,5.53
24T1020385_vlcsnap-00055.png,0.531132445,TRUE,5.41
24T1020385_PhanMinhQuan_24T1020385.png,0.536926558,TRUE,4.56
24T1020271_vlcsnap-00033.png,0.342907402,TRUE,3.02
24T1020271_vlcsnap-00032.png,0.277276809,FALSE,4.81
24T1020496_vlcsnap-00086.png,0.520056064,TRUE,4.56
24T1020496_vlcsnap-00085.png,0.680043952,TRUE,4.43
24T1020496_vlcsnap-00084.png,0.548440226,TRUE,4.21
24T1020453_vlcsnap-00060.png,0.366742534,TRUE,4.4
24T1020453_vlcsnap-00059.png,0.426638881,TRUE,4.41
24T1020160_vlcsnap-00013.png,0.544398922,TRUE,2.33
24T1020160_vlcsnap-00014.png,0.55830015,TRUE,3.96
24T1020520_vlcsnap-00008.png,0.174110212,FALSE,4.11
24T1020520_vlcsnap-00010.png,0.464896427,TRUE,4.42
24T1020520_vlcsnap-00009.png,0.520920974,TRUE,4.32
24T1020328_vlcsnap-00043.png,0.231573035,FALSE,3.59
24T1020328_vlcsnap-00042.png,0.558002825,TRUE,3.61
24T1020328_vlcsnap-00041.png,0.481588026,TRUE,3.68
24T1020475_vlcsnap-00075.png,0.578779106,TRUE,2.56
24T1020475_vlcsnap-00077.png,0.561926476,TRUE,4.15
24T1020475_vlcsnap-00076.png,0.569641304,TRUE,4.89
24T1020505_vlcsnap-00089.png,0.563902898,TRUE,4.72
24T1020505_vlcsnap-00088.png,0.546370844,TRUE,4.15
24T1020505_vlcsnap-00087.png,0.680333827,TRUE,4.45
24T1020505_vlcsnap-00090.png,0.467345133,TRUE,4.45
24T1020275_vlcsnap-00035.png,0.169203813,FALSE,3.04
24T1020275_vlcsnap-00034.png,0.330815808,TRUE,4.45
24T1020275_vlcsnap-00036.png,0.302167115,FALSE,4.69
24T1020275_vlcsnap-00037.png,0.403593643,TRUE,5.29
24T1020513_vlcsnap-00094.png,0.589798849,TRUE,3.66
24T1020513_vlcsnap-00096.png,0.186844768,FALSE,3.7
24T1020513_vlcsnap-00095.png,0.49957728,TRUE,4.12
24T1020513_vlcsnap-00093.png,0.587610497,TRUE,3.67
24T1020089_LeDinhMinhDuc_24T1020089.png,0.532812229,TRUE,2.42
24T1020239_vlcsnap-00028.png,0.487981568,TRUE,3.73
24T1020239_vlcsnap-00027.png,0.497729987,TRUE,3.96
24T1020239_vlcsnap-00029.png,0.439695592,TRUE,4.53
24T1020118_vlcsnap-00008.png,0.444569033,TRUE,5.13
24T1020118_vlcsnap-00007.png,0.546179319,TRUE,4.63
24T1020118_vlcsnap-00009.png,0.475108396,TRUE,4.94
24T1020585_vlcsnap-00021.png,0.396812793,TRUE,3.08
24T1020585_vlcsnap-00020.png,0.469655764,TRUE,4.68
24T1020585_vlcsnap-00023.png,0.366963639,TRUE,4.9
24T1020585_vlcsnap-00022.png,0.323034278,TRUE,4.59
24T1020585_vlcsnap-00024.png,0.393275726,TRUE,4.71
24T1020171_vlcsnap-00028.png,0.421439937,TRUE,5.19
24T1020171_vlcsnap-00027.png,0.487799343,TRUE,3.41
24T1020171_vlcsnap-00026.png,0.528879276,TRUE,4.62
24T1020171_vlcsnap-00030.png,0.564398757,TRUE,4.61
24T1020171_vlcsnap-00029.png,0.444874875,TRUE,4.68
24T1020171_vlcsnap-00031.png,0.578557582,TRUE,4.54
24T1020014_vlcsnap-00001.png,0.38226227,TRUE,5.03
24T1020014_LeMinhDucAnh_24T1020014.jpg,0.492354864,TRUE,4.85
24T1020014_vlcsnap-2025-01-22-20h58m32s876.png,0.407266294,TRUE,2.91
24T1020293_NgoQuocMinh_24T1020293.png,0.480371161,TRUE,3.7
24T1020293_vlcsnap-00035.png,0.456115748,TRUE,3.8
24T1020293_vlcsnap-00033.png,0.531601403,TRUE,4.06
24T1020293_vlcsnap-00036.png,0.335955478,TRUE,4.1
24T1020570_vlcsnap-00017.png,0.649723405,TRUE,4.66
24T1020570_vlcsnap-00016.png,0.686636733,TRUE,4.71
24T1020570_vlcsnap-00018.png,0.685887929,TRUE,4.63
24T1020561_vlcsnap-00013.png,0.707924025,TRUE,2.58
24T1020561_vlcsnap-00014.png,0.718291241,TRUE,4.3
24T1020561_vlcsnap-00015.png,0.732983023,TRUE,4.18
24T1020023_vlcsnap-00003.png,0.517818398,TRUE,5.03
24T1020023_vlcsnap-00002.png,0.594984042,TRUE,5.18
24T1020442_vlcsnap-00063.png,0.319050982,FALSE,4.93
24T1020185_vlcsnap-00025.png,0.582474824,TRUE,3.36
24T1020185_vlcsnap-00026.png,0.389530358,TRUE,4.5
24T1020311_DangQuocNam_24T1020311.png,0.526027263,TRUE,4.24
24T1020311_vlcsnap-00038.png,0.5178421,TRUE,4.85
24T1020311_vlcsnap-00040.png,0.389125701,TRUE,4.93
24T1020311_vlcsnap-00039.png,0.439135358,TRUE,4.46
24T1020311_vlcsnap-00037.png,0.613918098,TRUE,4.87
24T1020482_vlcsnap-00080.png,0.403503809,TRUE,3.53
24T1020482_vlcsnap-00078.png,0.574129564,TRUE,4.39
24T1020482_vlcsnap-00079.png,0.362320209,TRUE,4.66
