name,similarity,is_match,time
24T1020247_vlcsnap-00030.png,0.32998992146895034,False,2.9371905319994767
24T1020247_vlcsnap-00032.png,0.3015275141509619,False,2.7183163549998426
24T1020137_vlcsnap-00012.png,0.5183028425246903,True,0.23675138700036769
24T1020137_vlcsnap-00010.png,0.5252535408244512,True,0.21113826300006622
24T1020137_vlcsnap-00011.png,0.4798031190821348,True,0.2319905079993987
24T1020534_vlcsnap-00003.png,0.3676397481879121,True,0.24203672500061657
24T1020534_vlcsnap-00002.png,0.3806826620902939,True,0.21279879200028518
24T1020052_vlcsnap-00005.png,0.28846243111820513,False,3.574753674999556
24T1020052_vlcsnap-00006.png,0.26526120922622454,False,2.9347813019994646
24T1020052_vlcsnap-00004.png,0.2664351951508479,False,3.0073783230000117
24T1020493_vlcsnap-00082.png,0.49845609816838987,True,0.24399743899994064
24T1020493_vlcsnap-00083.png,0.3654122928419383,True,0.22168782199969428
24T1020493_vlcsnap-00081.png,0.5381033993194251,True,0.22412528099994233
24T1020365_NguyenIchPhuc_24T1020365.png,0.5498506154451661,True,0.2254050500005178
24T1020365_vlcsnap-00046.png,0.4888511209319404,True,0.23426298400045198
24T1020365_vlcsnap-00047.png,0.5016062309755398,True,0.25286295499972766
24T1020365_vlcsnap-00048.png,0.4723784556699684,True,0.25927586299985705
24T1020365_vlcsnap-00049.png,0.4907819437511307,True,0.24580733600032545
24T1020365_vlcsnap-00044.png,0.485483227633722,True,0.23183899499963445
24T1020509_vlcsnap-00091.png,0.21871767128186548,False,0.2289155270000265
24T1020509_vlcsnap-00092.png,0.2301010258029237,False,0.23069378600030177
24T1020385_vlcsnap-00054.png,0.48075365022822325,True,0.24976513599995087
24T1020385_vlcsnap-00053.png,0.48396280921588186,True,0.24230482900020434
24T1020385_vlcsnap-00055.png,0.4080180696255411,True,0.24566556299942022
24T1020385_PhanMinhQuan_24T1020385.png,0.44637685428733676,True,0.25997769799960224
24T1020271_vlcsnap-00033.png,0.44694692202483566,True,0.2126424699999916
24T1020271_vlcsnap-00032.png,0.37474707551228903,True,0.21855503400001908
24T1020496_vlcsnap-00086.png,0.4674871409570187,True,0.2670177279997006
24T1020496_vlcsnap-00085.png,0.5433286564893933,True,0.24631989000044996
24T1020496_vlcsnap-00084.png,0.483741071942859,True,0.23235426599967468
24T1020453_vlcsnap-00060.png,0.349701298909622,False,0.24678478100031498
24T1020453_vlcsnap-00059.png,0.41998190681442793,True,0.21931168100036302
24T1020160_vlcsnap-00013.png,0.25085382034512804,False,0.2273184730001958
24T1020160_vlcsnap-00014.png,0.2336648494842848,False,0.20595256500018877
24T1020520_vlcsnap-00008.png,0.4405292450755951,True,0.22164905099998577
24T1020520_vlcsnap-00010.png,0.5175796343537513,True,0.22818756199922063
24T1020520_vlcsnap-00009.png,0.5023153858455771,True,0.21750609100035945
24T1020328_vlcsnap-00043.png,0.3252818952614689,False,0.18508131099952152
24T1020328_vlcsnap-00042.png,0.3223459848802577,False,0.18022155000016937
24T1020328_vlcsnap-00041.png,0.3407742472879818,False,0.1843330589999823
